{'session_id': 'fbf23aa1cb1040cc9ee8c33ea5e0a86b'}
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=0 | lang= text='' full='' | finalized=[]
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=5 | lang=Chinese text='今天的会议取消了，大家可以放松一下。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。']
[vad] is_start=False is_end=False is_speech=False silence_ms=500.0 seg=5 | lang=Chinese text='今天的会议取消了，大家可以放松一下。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。']
[vad] is_start=True is_end=False is_speech=True silence_ms=0.0 seg=5 | lang=Chinese text='今天的会议取消了，大家可以放松一下。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=5 | lang=Chinese text='今天的会议取消了，大家可以放松一下，下午继续。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=5 | lang=Chinese text='今天的会议取消了，大家可以放松一下，下午继续 work。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=5 | lang=Chinese text='今天的会议取消了，大家可以放松一下，下午继续 work。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=5 | lang=Chinese text='今天的会议取消了，大家可以放松一下，下午继续 work，效率。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=5 | lang=Chinese text='今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=5 | lang=Chinese text='今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。']
[vad] is_start=False is_end=False is_speech=False silence_ms=500.0 seg=5 | lang=Chinese text='今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。']
[vad] is_start=False is_end=True is_speech=False silence_ms=0.0 seg=5 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=6 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=6 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=6 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=6 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=6 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=True is_end=False is_speech=True silence_ms=0.0 seg=6 | lang=Chinese text='我最近在。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=6 | lang=Chinese text='我最近在学 piano。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=False silence_ms=500.0 seg=6 | lang=Chinese text='我最近在学 piano。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=True is_end=False is_speech=True silence_ms=0.0 seg=6 | lang=Chinese text='我最近在学 piano，老师。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=6 | lang=Chinese text='我最近在学 piano，老师说我。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=6 | lang=Chinese text='我最近在学 piano，老师说我进步很明。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=6 | lang=Chinese text='我最近在学 piano，老师说我进步很明显。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=False silence_ms=500.0 seg=6 | lang=Chinese text='我最近在学 piano，老师说我进步很明显。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=True is_end=False is_speech=True silence_ms=0.0 seg=6 | lang=Chinese text='我最近在学 piano，老师说我进步很明显，继续练习。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=6 | lang=Chinese text='我最近在学 piano，老师说我进步很明显，继续练习，明天。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明天。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=6 | lang=Chinese text='我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=6 | lang=Chinese text='我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=False is_speech=False silence_ms=500.0 seg=6 | lang=Chinese text='我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。']
[vad] is_start=False is_end=True is_speech=False silence_ms=0.0 seg=6 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=7 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=7 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=7 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=True is_end=False is_speech=True silence_ms=0.0 seg=7 | lang=Chinese text='我的电' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
